代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
ST327Q04JA,ST327,,,你預期自己會完成下列哪些學歷？,Which of the following qualifications do you expect to complete?,〈ISCED 第 4 級（中學後非高等教育）〉,<ISCED level 4>,是 | 否 | 不知道 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I don't know | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST327Q05JA,ST327,,,你預期自己會完成下列哪些學歷？,Which of the following qualifications do you expect to complete?,〈ISCED 第 5 級（短期高等教育，如專科）〉,<ISCED level 5>,是 | 否 | 不知道 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I don't know | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST327Q06JA,ST327,,,你預期自己會完成下列哪些學歷？,Which of the following qualifications do you expect to complete?,〈ISCED 第 6 級（學士）〉,<ISCED level 6>,是 | 否 | 不知道 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I don't know | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST327Q07JA,ST327,,,你預期自己會完成下列哪些學歷？,Which of the following qualifications do you expect to complete?,〈ISCED 第 7 級（碩士）〉,<ISCED level 7>,是 | 否 | 不知道 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I don't know | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST327Q08JA,ST327,,,你預期自己會完成下列哪些學歷？,Which of the following qualifications do you expect to complete?,〈ISCED 第 8 級（博士）〉,<ISCED level 8>,是 | 否 | 不知道 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | I don't know | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST331Q01JA,ST331,,,想想你在這次 PISA 測驗與問卷上投入的努力。,Now think about the effort you put into completing the PISA test and questionnaire.,你在 PISA 測驗上投入了多少努力想考好？,How much effort did you put into doing well on the PISA test?,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,,
ST331Q02JA,ST331,,,想想你在這次 PISA 測驗與問卷上投入的努力。,Now think about the effort you put into completing the PISA test and questionnaire.,如果 PISA 測驗結果會列入你的〈在校成績〉，你會投入多少努力？,How much effort would you have invested if your results from the PISA test were going to be counted in your <school marks>?,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,,
ST331Q03JA,ST331,,,想想你在這次 PISA 測驗與問卷上投入的努力。,Now think about the effort you put into completing the PISA test and questionnaire.,想想你剛才作答的 PISA 問卷，你投入了多少努力去給出準確的答案？,Now think about the PISA questionnaire you just answered. How much effort did you put into giving accurate answers?,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,,
ST333Q01DA,ST333,,,你在家裡總共會和家人說幾種語言？,How many languages in total do you speak with people at home?,你在家裡總共會和家人說幾種語言？,How many languages in total do you speak with people at home?,一 | 二 | 三 | 四個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,One | Two | Three | Four or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST401Q03DA,ST401,,,你是否經常做以下這些〈事情〉？,Do you do the following <things> regularly?,在特殊節日舉行慶祝活動,Hold celebrations on special occasions,是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST401Q04DA,ST401,,,你是否經常做以下這些〈事情〉？,Do you do the following <things> regularly?,參加需要花錢的休閒活動，例如體育賽事、電影或演唱會等,"Attend leisure activities that cost money, such as sport events, cinema, or concert, etc.",是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST401Q05DA,ST401,,,你是否經常做以下這些〈事情〉？,Do you do the following <things> regularly?,不時邀請朋友來家裡玩和吃飯,Invite friends to play and eat from time to time,是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST401Q06DA,ST401,,,你是否經常做以下這些〈事情〉？,Do you do the following <things> regularly?,參加需要花錢的校外教學和學校活動,Participate in school trips and school events that cost money,是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST401Q07DA,ST401,,,你是否經常做以下這些〈事情〉？,Do you do the following <things> regularly?,每年至少有一週在外度假,Spend at least one-week away from home on holiday every year,是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST403Q01DA,ST403,,,依照這個定義，你有幾位父母和／或監護人？,"Based on this definition, how many parents and/or guardians do you have?",依照這個定義，你有幾位父母和／或監護人？,"Based on this definition, how many parents and/or guardians do you have?",沒有 | 一 | 二 | 三 | 四個以上,None | One | Two | Three | Four or more,,,
ST405Q01DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 2 級（國中）〉,Parent - <ISCED level 2>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q02DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 3.3 級（高中職，普通／技職）〉,Parent - <ISCED level 3.3>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q03DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 3.4 級（高中職，另一類）〉,Parent - <ISCED level 3.4>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q04DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 4 級（中學後非高等教育）〉,Parent - <ISCED level 4>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q05DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 5 級（短期高等教育，如專科）〉,Parent - <ISCED level 5>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q06DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 6 級（學士）〉,Parent - <ISCED level 6>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q07DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 7 級（碩士）〉,Parent - <ISCED level 7>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q08DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,家長 —— 〈ISCED 第 8 級（博士）〉,Parent - <ISCED level 8>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST405Q09DA,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,我的父母或監護人沒有上述任何一項學歷。,My parent or guardian does not have any of these qualifications.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q01DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 2 級（國中）〉,Parent #1 - <ISCED level 2>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q01DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 2 級（國中）〉,Parent #2 - <ISCED level 2>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q02DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 3.3 級（高中職，普通／技職）〉,Parent #1 - <ISCED level 3.3>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q02DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 3.3 級（高中職，普通／技職）〉,Parent #2 - <ISCED level 3.3>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q03DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 3.4 級（高中職，另一類）〉,Parent #1 - <ISCED level 3.4>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q03DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 3.4 級（高中職，另一類）〉,Parent #2 - <ISCED level 3.4>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q04DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 4 級（中學後非高等教育）〉,Parent #1 - <ISCED level 4>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q04DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 4 級（中學後非高等教育）〉,Parent #2 - <ISCED level 4>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q05DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 5 級（短期高等教育，如專科）〉,Parent #1 - <ISCED level 5>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q05DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 5 級（短期高等教育，如專科）〉,Parent #2 - <ISCED level 5>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q06DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 6 級（學士）〉,Parent #1 - <ISCED level 6>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q06DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 6 級（學士）〉,Parent #2 - <ISCED level 6>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q07DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 7 級（碩士）〉,Parent #1 - <ISCED level 7>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q07DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 7 級（碩士）〉,Parent #2 - <ISCED level 7>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q08DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 8 級（博士）〉,Parent #1 - <ISCED level 8>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q08DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 8 級（博士）〉,Parent #2 - <ISCED level 8>,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q09DA_A,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 這位父母或監護人沒有上述任何一項學歷。,Parent #1 - This parent or guardian does not have any of these qualifications.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q09DA_B,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 這位父母或監護人沒有上述任何一項學歷。,Parent #2 - This parent or guardian does not have any of these qualifications.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST420Q01DA,ST420,對社會流動的信念與成長心態,Students' beliefs in social mobility and growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,你的智力是固定的，你其實沒辦法真的改變它,"You have a certain amount of intelligence, and you really can’t do much to change it",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Bottom, second and third quarters=45.58 | Top quarter=43.01","Bottom, second and third quarters=63.48 | Top quarter=76.99",Table I.B1.1.6
ST420Q02DA,ST420,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,你的科學能力是固定的，你其實沒辦法真的改變它,"You have a certain amount of science ability, and you really can’t do much to change it",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=11.83 | 不同意=41.88 | 同意=40.19 | 非常同意=6.1,非常不同意=21.58 | 不同意=47.18 | 同意=26.38 | 非常同意=4.86,Table I.B1.3.16
ST432Q02DA,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",我會規劃自己的讀書方法。,I plan my approach to studying.,從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=15.3 | 有時=54.78 | 經常=20.62 | 非常經常=9.29,從不或幾乎從不=21.27 | 有時=41.48 | 經常=25.87 | 非常經常=11.38,Table I.B1.3.49
ST432Q03DA,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",為了找出自己知識上的不足，我會在不看資料的情況下整理出最重要的重點。,"In order to identify gaps in my knowledge, I make a summary of the most important points without using my documents.",從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=17.57 | 有時=51.62 | 經常=22.6 | 非常經常=8.21,從不或幾乎從不=23.64 | 有時=41.7 | 經常=26.11 | 非常經常=8.55,Table I.B1.3.49
ST432Q04DA,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",我會就內容自問自答，檢查自己是不是都懂了。,I ask myself questions about the content to check if I have understood everything.,從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=16.77 | 有時=50.49 | 經常=23.86 | 非常經常=8.87,從不或幾乎從不=15.23 | 有時=35.69 | 經常=34.38 | 非常經常=14.71,Table I.B1.3.49
ST432Q06DA,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",如果發現自己的學習方法沒有效果，我會改變它。,"If I notice that my approach to learning is not successful, I change it.",從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=13.47 | 有時=51.31 | 經常=25.01 | 非常經常=10.22,從不或幾乎從不=15.57 | 有時=40.14 | 經常=31.51 | 非常經常=12.78,Table I.B1.3.49
ST433Q01DA,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,當我沒有完全理解某件事時，我會問同學。,"When I do not fully understand something, I ask my classmates.",非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=25.77 | 同意=64.15 | 不同意=7.14 | 非常不同意=2.93,非常同意=24.54 | 同意=57.53 | 不同意=11.97 | 非常不同意=5.96,Table I.B1.3.44
ST433Q02DA,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,需要時我會向老師求助。,I ask my teachers for help when I need it.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=21.66 | 同意=61.75 | 不同意=13.39 | 非常不同意=3.2,非常同意=20.73 | 同意=55.86 | 不同意=17.78 | 非常不同意=5.63,Table I.B1.3.44
ST433Q04DA,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,學習上遇到困難時，我會尋求協助。,"When I have trouble learning, I ask for help.",非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=26.6 | 同意=64.89 | 不同意=6.4 | 非常不同意=2.11,非常同意=20.59 | 同意=56.17 | 不同意=18.0 | 非常不同意=5.24,Table I.B1.3.44
ST433Q06DA,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,我只有在自己努力找過答案之後才會求助。,I only ask for help after trying hard to find the solution on my own.,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=21.56 | 同意=57.4 | 不同意=18.18 | 非常不同意=2.86,非常同意=25.16 | 同意=53.19 | 不同意=16.33 | 非常不同意=5.32,Table I.B1.3.44
ST434Q02DA,ST434,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,每次讀完教材後，我會評估自己學到了什麼。,I evaluate what I've learned each time I finish studying material.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST434Q03DA,ST434,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我會向比我更有能力的人（例如我的老師）尋求對我作品的回饋。,"I ask for feedback on my work from someone who is more capable than me (e.g., my teacher).",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q01DA,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我喜歡為問題找出解決方法。,I enjoy finding solutions to problems.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q03DA,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我喜歡需要動腦深思的情境。,I like situations where I have to think hard about something.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q04DA,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,比起簡單的問題，我更喜歡複雜的問題。,I like complicated problems more than simple problems.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q05DA,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,即使可能解不出來，我還是會持續思考一個問題。,I keep working on a problem even if I might not be able to solve it.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST436Q01DA,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",在網路上搜尋並找到相關資訊,Search for and find relevant information online,從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=15.83 | 有時=44.05 | 經常=24.03 | 非常經常=16.09,從不或幾乎從不=12.33 | 有時=31.29 | 經常=34.33 | 非常經常=22.04,Table I.B1.4.67
ST436Q02DA,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",評估你在網路上找到的資訊品質,Assess the quality of information you found online,從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=28.86 | 有時=41.05 | 經常=19.47 | 非常經常=10.62,從不或幾乎從不=21.95 | 有時=38.32 | 經常=27.89 | 非常經常=11.85,Table I.B1.4.67
ST436Q03DA,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",為作業撰寫或編輯文字（例如用〈Google 文件〉、〈Word〉）,"Write or edit text for a school assignment (e.g. using <Google® Docs™>, <Microsoft® Word>)",從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=19.67 | 有時=41.92 | 經常=23.01 | 非常經常=15.39,從不或幾乎從不=17.93 | 有時=30.67 | 經常=30.27 | 非常經常=21.13,Table I.B1.4.67
ST436Q04DA,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",製作多媒體簡報（含聲音、圖片或影片）,"Create a multi-media presentation (with sound, pictures, or video)",從不或幾乎從不 | 有時 | 經常 | 非常經常 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=33.05 | 有時=42.4 | 經常=15.49 | 非常經常=9.06,從不或幾乎從不=26.93 | 有時=36.75 | 經常=24.13 | 非常經常=12.19,Table I.B1.4.67
