代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,中文來源,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
SC190Q05JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,學校對特定科目教學使用數位裝置設有正式的指引,官方,The school has formal guidelines for the use of digital devices for teaching and learning in specific subjects.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=79.98 | 否=20.02,是=71.19 | 否=28.81,Table I.B1.4.47
SC190Q06JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,教師制定學生在課堂中使用數位裝置的規則,官方,Teachers establish rules for when students may use digital devices during lessons.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=96.9 | 否=3.1,是=94.98 | 否=5.02,Table I.B1.4.47
SC190Q07JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,教師與學生協作制訂有關在學校或班上使用數位資源的規則,官方,Teachers establish rules in collaboration with students about their use of <digital resources> at school or in class.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=86.38 | 否=13.62,是=68.48 | 否=31.52,Table I.B1.4.47
SC190Q08JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,學校設有特定課程培養學生負責任的上網行為,官方,The school has a specific programme to prepare students for responsible internet behaviour.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=74.14 | 否=25.86,是=62.48 | 否=37.52,Table I.B1.4.47
SC190Q09JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,學校在教學及學習上使用社交網路（例如：Facebook®）有特定政策,官方,The school has a specific policy about using social networks (e.g. <Facebook®>) in teaching and learning.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=60.86 | 否=39.14,是=53.48 | 否=46.52,Table I.B1.4.47
SC190Q10JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,學校設有特定計畫促進教師協同合作來運用數位裝置,官方,The school has a specific programme to promote collaboration on the use of digital devices among teachers.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=83.26 | 否=16.74,是=49.19 | 否=50.81,Table I.B1.4.47
SC190Q11JA,SC190,學校的數位裝置使用政策,School policies on the use of digital devices,以下敘述是否適用於貴校？,Do the following statements apply to your school?,學校有安排時間讓教師彼此分享、評鑑、或發展應用數位裝置的教材和方法,官方,"The school has a scheduled time for teachers to meet to share, evaluate or develop instructional materials and approaches that employ digital devices.",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=90.87 | 否=9.13,是=54.52 | 否=45.48,Table I.B1.4.47
SC192Q01JA,SC192,學校鼓勵家長參與,School encouragement of parent or guardian involvement,在本學年，貴校教職員進行下列各項活動的頻率為何？,"During <the last academic year>, how often has the school staff done each of the following?",邀請家長或監護人擔任學校活動的義工,官方,Invited parents or guardians to volunteer for school activities,從不或幾乎從不 | 一年幾次 | 一個月幾次 | 一週一次以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=15.58 | 一年幾次=65.57 | 一個月幾次=13.07 | 一週一次以上=5.79,從不或幾乎從不=23.92 | 一年幾次=66.15 | 一個月幾次=8.58 | 一週一次以上=1.35,Table I.B1.4.127
SC192Q02JA,SC192,學校鼓勵家長參與,School encouragement of parent or guardian involvement,在本學年，貴校教職員進行下列各項活動的頻率為何？,"During <the last academic year>, how often has the school staff done each of the following?",主動與家長或監護人溝通學校的計畫,官方,Initiated communications with parents or guardians about school programmes,從不或幾乎從不 | 一年幾次 | 一個月幾次 | 一週一次以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=4.84 | 一年幾次=67.34 | 一個月幾次=23.88 | 一週一次以上=3.94,從不或幾乎從不=13.93 | 一年幾次=58.79 | 一個月幾次=20.06 | 一週一次以上=7.22,Table I.B1.4.127
SC192Q03JA,SC192,學校鼓勵家長參與,School encouragement of parent or guardian involvement,在本學年，貴校教職員進行下列各項活動的頻率為何？,"During <the last academic year>, how often has the school staff done each of the following?",主動與家長或監護人溝通他們孩子的學習進度,官方,Initiated communications with parents or guardians about their child’s progress,從不或幾乎從不 | 一年幾次 | 一個月幾次 | 一週一次以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=0.49 | 一年幾次=37.52 | 一個月幾次=40.62 | 一週一次以上=21.37,從不或幾乎從不=1.02 | 一年幾次=52.95 | 一個月幾次=34.72 | 一週一次以上=11.31,Table I.B1.4.127
SC192Q04JA,SC192,學校鼓勵家長參與,School encouragement of parent or guardian involvement,在本學年，貴校教職員進行下列各項活動的頻率為何？,"During <the last academic year>, how often has the school staff done each of the following?",讓家長或監護人參與學校決策,官方,Included parents or guardians in making school decisions,從不或幾乎從不 | 一年幾次 | 一個月幾次 | 一週一次以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=11.44 | 一年幾次=74.0 | 一個月幾次=11.89 | 一週一次以上=2.68,從不或幾乎從不=21.2 | 一年幾次=66.84 | 一個月幾次=10.45 | 一週一次以上=1.51,Table I.B1.4.127
SC192Q05JA,SC192,學校鼓勵家長參與,School encouragement of parent or guardian involvement,在本學年，貴校教職員進行下列各項活動的頻率為何？,"During <the last academic year>, how often has the school staff done each of the following?",向家長或監護人提供有關如何幫助學生完成回家作業和其他課程相關活動的資訊,官方,Provided information to parents or guardians about how to help students with homework and other curriculum-related activities,從不或幾乎從不 | 一年幾次 | 一個月幾次 | 一週一次以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=2.16 | 一年幾次=40.22 | 一個月幾次=39.11 | 一週一次以上=18.51,從不或幾乎從不=6.83 | 一年幾次=55.66 | 一個月幾次=29.03 | 一週一次以上=8.48,Table I.B1.4.127
SC192Q07DA,SC192,學校鼓勵家長參與,School encouragement of parent or guardian involvement,在本學年，貴校教職員進行下列各項活動的頻率為何？,"During <the last academic year>, how often has the school staff done each of the following?",向家長或監護人提供如何幫助學生提升科學能力的資訊,官方,Provided information to parents or guardians about how to help students improve their skills in science,從不或幾乎從不 | 一年幾次 | 一個月幾次 | 一週一次以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | A few times a year | A few times a month | Once a week or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不或幾乎從不=1.84 | 一年幾次=52.4 | 一個月幾次=34.11 | 一週一次以上=11.65,從不或幾乎從不=20.98 | 一年幾次=55.57 | 一個月幾次=19.52 | 一週一次以上=3.93,Table I.B1.4.127
SC193Q01WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,薪水的改變,官方,A change in salary,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC193Q02WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,津貼或另一種形式的現金獎勵,官方,A financial bonus or another kind of monetary reward,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC193Q03WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,專業發展活動的機會,官方,Opportunities for professional development activities,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC193Q04WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,職涯晉升的可能性,官方,A change in the likelihood of career advancement,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC193Q05WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,獲得公眾認可,官方,Public recognition from you,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC193Q06WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,讓工作更有吸引力的職務變動,官方,Changes in work responsibilities that make the job more attractive,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC193Q07WA,SC193,,,貴校的教師評鑑對下列各項的影響程度為何？,What impact did appraisals of teachers at your school have on any of the following?,在學校發展計畫中的角色（例如：課綱發展小組、校旨的研擬）,官方,"A role in school development initiatives (e.g. curriculum development group, development of school objectives)",No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No impact | Small impact | Moderate impact | Large impact | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC194Q01DA,SC194,,,貴校是否有用問卷或其他自我評量工具來測量高一（或國三）學生的社,"In your school, are questionnaires or other self-assessments used to measure <social and emotional skills> of students in <national modal grade for 15-year-olds>?",,,"In your school, are questionnaires or other self-assessments used to measure <social and emotional skills> of students in <national modal grade for 15-year-olds>?",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC197Q01DA,SC197,,,貴校的社交與情意評估結果有沒有用於下列用途？,"In your school, are results from <social and emotional skills> assessments used in the following ways?",公開發佈總體結果（例如在媒體上）,官方,Results are posted publicly in aggregate (e.g. in the media),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC197Q02DA,SC197,,,貴校的社交與情意評估結果有沒有用於下列用途？,"In your school, are results from <social and emotional skills> assessments used in the following ways?",結果受行政機關長期監察,官方,Results are tracked over time by an administrative authority,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC197Q03DA,SC197,,,貴校的社交與情意評估結果有沒有用於下列用途？,"In your school, are results from <social and emotional skills> assessments used in the following ways?",結果直接提供給父母或監護人,官方,Results are provided directly to parents or guardians,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC197Q04DA,SC197,,,貴校的社交與情意評估結果有沒有用於下列用途？,"In your school, are results from <social and emotional skills> assessments used in the following ways?",結果用來找出教學或課程各方面可以改善的地方,官方,Results are used to identify aspects of instruction or the curriculum that could be improved,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC197Q05DA,SC197,,,貴校的社交與情意評估結果有沒有用於下列用途？,"In your school, are results from <social and emotional skills> assessments used in the following ways?",結果用來與其他學校比較,官方,Results are compared to the results of other schools,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC197Q06DA,SC197,,,貴校的社交與情意評估結果有沒有用於下列用途？,"In your school, are results from <social and emotional skills> assessments used in the following ways?",結果用來與地區或全國的結果比較,官方,Results are compared to <district or national> results,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC200Q01JA,SC200,學校外部評鑑,External school evaluation,想想貴校最近一次的校外評鑑：是否發生下列情況？,Thinking about the last external evaluation in your school: Did the following occur?,校外評鑑的結果導致學校政策的改變,官方,The results of external evaluation led to changes in school policies.,是 | 否 | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=59.34 | 否=18.42 | Not applicable=22.24,是=55.28 | 否=16.95 | Not applicable=27.77,Table I.B1.4.177
SC200Q02JA,SC200,學校外部評鑑,External school evaluation,想想貴校最近一次的校外評鑑：是否發生下列情況？,Thinking about the last external evaluation in your school: Did the following occur?,本校使用這些數據來規劃學校發展的具體計畫,官方,We used the data to plan specific action for school development.,是 | 否 | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=72.88 | 否=6.64 | Not applicable=20.48,是=68.59 | 否=6.4 | Not applicable=25.01,Table I.B1.4.177
SC200Q03JA,SC200,學校外部評鑑,External school evaluation,想想貴校最近一次的校外評鑑：是否發生下列情況？,Thinking about the last external evaluation in your school: Did the following occur?,本校使用這些數據來規劃改進教學的具體計畫,官方,We used the data to plan specific action for the improvement of teaching.,是 | 否 | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=74.77 | 否=6.07 | Not applicable=19.16,是=66.57 | 否=7.78 | Not applicable=25.65,Table I.B1.4.177
SC200Q04JA,SC200,學校外部評鑑,External school evaluation,想想貴校最近一次的校外評鑑：是否發生下列情況？,Thinking about the last external evaluation in your school: Did the following occur?,本校實際執行了衍生自校外評鑑結果的措施,官方,We put measures derived from the results of external evaluations into practice.,是 | 否 | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | Not applicable | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,是=62.2 | 否=11.23 | Not applicable=26.56,是=66.41 | 否=6.71 | Not applicable=26.89,Table I.B1.4.177
SC201Q03JA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",根據對課堂教學的觀察，給予教師回饋,官方,Providing feedback to teachers based on observations of instruction in the classroom,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC201Q04JA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",採取行動支援教師之間的合作，以發展新的教學法,官方,Taking actions to support co-operation among teachers to develop new teaching practices,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC201Q05JA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",採取行動確保教師負起責任，改善自己的教學技能,官方,Taking actions to ensure that teachers take responsibility for improving their teaching skills,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC201Q06JA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",採取行動確保教師感到要為學生的學習成果負責,官方,Taking actions to ensure that teachers feel responsible for their students' learning outcomes,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC201Q07JA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",向家長或監護人提供有關學校和學生表現的資訊,官方,Providing parents or guardians with information on the school and student performance,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC201Q11JA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",制定本校的專業發展計劃,官方,Working on a professional development plan for this school,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC201Q12DA,SC201,,,在過去 12 個月期間，您或學校其他行政主管（主任、組長）參與下列,"During the last 12 months, how often did you or other members of the <school management team> engage in the following activities?",與其他學校校長合作解決困難的工作任務,官方,Collaborating with principals from other schools on difficult work tasks,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,,,
SC202Q01JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,教師的指派或聘用,官方,Appointing or hiring teachers,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=40.22 | Teachers or members of school management team=41.13 | School governing board=1.2 | Local or municipal authority=12.66 | Regional or state authority=0 | National or federal authority=4.8,Principal=59.64 | Teachers or members of school management team=6.46 | School governing board=4.57 | Local or municipal authority=3.62 | Regional or state authority=9.96 | National or federal authority=15.73,Table I.B1.4.181
SC202Q02JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,教師的解聘或停聘,官方,Dismissing or suspending teachers from employment,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=24.59 | Teachers or members of school management team=47.57 | School governing board=2.0 | Local or municipal authority=17.44 | Regional or state authority=0 | National or federal authority=8.4,Principal=49.76 | Teachers or members of school management team=1.98 | School governing board=11.77 | Local or municipal authority=6.3 | Regional or state authority=13.76 | National or federal authority=16.43,Table I.B1.4.181
SC202Q03JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,制訂教師起薪點，包括設定薪級,官方,"Establishing teachers' starting salaries, including setting pay scales",Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=4.82 | Teachers or members of school management team=8.63 | School governing board=9.51 | Local or municipal authority=15.06 | Regional or state authority=0 | National or federal authority=61.99,Principal=17.24 | Teachers or members of school management team=2.78 | School governing board=8.03 | Local or municipal authority=9.53 | Regional or state authority=16.76 | National or federal authority=45.66,Table I.B1.4.181
SC202Q04JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,決定教師的加薪,官方,Determining teachers’ salary increases,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=3.51 | Teachers or members of school management team=3.48 | School governing board=18.11 | Local or municipal authority=8.17 | Regional or state authority=0 | National or federal authority=66.73,Principal=16.42 | Teachers or members of school management team=2.7 | School governing board=8.46 | Local or municipal authority=8.8 | Regional or state authority=16.05 | National or federal authority=47.57,Table I.B1.4.181
SC202Q05JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,擬定學校預算,官方,Formulating the school budget,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=5.64 | Teachers or members of school management team=42.58 | School governing board=9.28 | Local or municipal authority=29.58 | Regional or state authority=0 | National or federal authority=12.91,Principal=36.12 | Teachers or members of school management team=7.06 | School governing board=18.6 | Local or municipal authority=17.91 | Regional or state authority=9.0 | National or federal authority=11.31,Table I.B1.4.181
SC202Q06JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,決定校內預算分配,官方,Deciding on budget allocations,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=27.45 | Teachers or members of school management team=48.81 | School governing board=10.98 | Local or municipal authority=9.92 | Regional or state authority=0 | National or federal authority=2.84,Principal=43.78 | Teachers or members of school management team=8.78 | School governing board=21.39 | Local or municipal authority=14.51 | Regional or state authority=5.78 | National or federal authority=5.76,Table I.B1.4.181
SC202Q07JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,建立學生訓導政策,官方,Establishing student disciplinary policies and procedures,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,,,Table I.B1.4.181
SC202Q08JA,SC202,學校對課程的權責,School responsibility for curriculum,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,制訂學生評量政策，包括全國／地區評量,官方,"Establishing student assessment policies, including <national/regional> assessments",Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=1.91 | Teachers or members of school management team=47.53 | School governing board=0 | Local or municipal authority=11.85 | Regional or state authority=0 | National or federal authority=38.71,Principal=16.44 | Teachers or members of school management team=32.76 | School governing board=6.64 | Local or municipal authority=2.36 | Regional or state authority=9.07 | National or federal authority=32.73,Table I.B1.4.183
SC202Q09JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,核准學生入學許可,官方,Approving students for admission to the school,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,,,Table I.B1.4.181
SC202Q10JA,SC202,學校對課程的權責,School responsibility for curriculum,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,選擇所使用的教科書,官方,Choosing which learning materials are used,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=3.74 | Teachers or members of school management team=92.77 | School governing board=0.34 | Local or municipal authority=0.83 | Regional or state authority=0 | National or federal authority=2.32,Principal=9.55 | Teachers or members of school management team=75.05 | School governing board=5.24 | Local or municipal authority=0.82 | Regional or state authority=1.53 | National or federal authority=7.81,Table I.B1.4.183
SC202Q11JA,SC202,學校對資源的權責,School responsibility for resources,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,決定課程內容，包括全國／地區課程,官方,"Determining course content, including <national/regional> curricula",Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,,,Table I.B1.4.181
SC202Q12JA,SC202,學校對課程的權責,School responsibility for curriculum,在貴校中，誰主要負責下列事務？,Who has the main responsibility for the following at your school?,決定開設哪些課程,官方,Deciding which courses are offered,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal | Teachers or members of <school management team> | <School governing board> | <Local or municipal authority> | <Regional or state authority> | <National or federal authority>,Principal=3.53 | Teachers or members of school management team=76.56 | School governing board=0.03 | Local or municipal authority=3.76 | Regional or state authority=0 | National or federal authority=16.12,Principal=23.38 | Teachers or members of school management team=31.37 | School governing board=9.18 | Local or municipal authority=2.01 | Regional or state authority=5.88 | National or federal authority=28.18,Table I.B1.4.183
SC209Q01DA,SC209,,,關於貴校的 PISA 測驗，您是否做過下列事情？,"With respect to the PISA test in your school, have you done any of the following?",我和本校教職員分享 PISA 測驗實施的資訊,官方,I have shared information about the PISA test administration with the staff at my school.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC209Q02DA,SC209,,,關於貴校的 PISA 測驗，您是否做過下列事情？,"With respect to the PISA test in your school, have you done any of the following?",我和本校學生分享 PISA 測驗實施的資訊,官方,I have shared information about the PISA test administration with the students at my school.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC209Q03DA,SC209,,,關於貴校的 PISA 測驗，您是否做過下列事情？,"With respect to the PISA test in your school, have you done any of the following?",我和本校學生的家長或監護人分享 PISA 測驗實施的資訊,官方,I have shared information about the PISA test administration with the parents or guardians of students at my school.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
